positive,"adamsevani seriously,youre so cool "
positive,is soooo sleepy after a loooong sunny and hot day at disneyland cant wait to go hooome
negative,figpybfo geez i cant tweet 50 times a day my life isnt interesting enough 
negative,"but egg update im down to 2 live eggs now, plus the duck egg thats it im 3 for 10 and falling "
positive,is spending the day  the gardens with lisabear time to pick my mommyfriends brain 
positive,"branden3112 wow dude, that looks awesome time to go buy it not sure if i want to pay 50 bucks though lol "
positive,sams bday celebration on asap tomorrow  hoping for kismet moments 
negative,timacx ohh that sucks im sorry
positive,time to go to work i get to see good people today though at least 
positive,"i seem to be using every single minute of today some days you get so much done and otherswell, you dont "
positive,nofixedoffice thinking of visiting vancouver anytime soon 
negative,ugh theres no cable in the bedroom and my brother is roasting a duck
positive,"might think im a little to young but i love abba, listenning to their greatest hits right now "
positive,ultimatedolls love your new twitter look 
positive,fonearena get 100 followers a day using wwwtweeterfollowcom once you add everyone you are on the train or pay vip 
negative,has a cold and sore throat 
negative,"iphone 30 software update, will no longer allow you to redownload iphone apps "
negative,talking to my bff via messenger she hasnt twitter 
positive,"toxiccupcakecxc ooh girl i know how that can be, ha, just dont let it get to you "
negative,peterpolaco signin autographs would be boring i think get wasted 2nite have fun im stuck at work 
negative,gasps dananananaykroyd touring aussie  grrr why always sydney and melbz ffs
negative,cant sleep julianne is confined at a hospital due to phlegm congestion only one parent can stay overnight 
positive,followfriday tpr2 xxhugsxx this is your favorite song now   140smiles operationsmile
negative,cheaters suck 
negative,jon and kate plus eight tomorrow is the last day 
positive,its almost friday my twitterssss 
negative,jamesamichaeli got yelled at i imagine rocco is alive amp well ftr n all i meant what i said yesterdayall of it xo
positive,well that was tense 
positive,darkbast next rage is being programmed by tim minchin 
positive,mindblink get a life 
negative,aww jd is leaving 
positive,mileycyrus thats great to hear 
negative,haleybesser i never heard from you if you called my phone is acting weird i was waiting for you to come online 
negative,i want to see up 3d 
positive,is a whole heap happier no flights on the grey goose required 2dayunless by way of just a little celebratory tipple maybelol p
positive,andrewdearling   caaauuuuute 
positive,kburkhardtsny have a donut for me   good luck in la
positive,lurvebooks hi sam lol at simons comment on adam 
negative,i was feeling bullish or stupid by installing windows 7 rc on my desktop net clickonce does not work now so no blu 
positive,lunch at my balcony watching the sea and the river 
positive,joshvandy not really lol the last time is when i was texting you while i was there lol 
negative,eryx not able to make baseball today 
negative,kept waking up last night from all my coughing amp the rain this morning seems as though my cough got worse 
negative,shootingstar7 im about hrm 34 weeks behind eeek i hope to either start later tonight or tomorrow hrm too much 
positive,coachrandee youre so welcome glad my pdf tips are helpful to someone thanks for alll yr valuable coaching help 
negative,js got off werk  tired as fuck bak to werk in 7 hrs 
positive,im back my bed feels oh so wonderful after a nice shower sac was hot as hell but i love my extended fam so it was worth it tv time 
negative,darrinhackney thats too bad on them showing up
negative,q god a yes q why a 
negative,just been woken up by serious stomach pain trying to get back to sleep now
negative,shakes closed for good or bad actually 
negative,souljaboytellem okay so your not goin to seattles summerjam now why you were the only reason why i was goin well i have summer jam
positive,is loving that today is friday whatup
negative,shaynastearns im sorry girl my heart goes out to you
negative,back from er on crutches hurt my ankle really bad in lots of pain 
positive,is gonna get ready kind of and then call her bfff janice 
negative,"feeeel ill was genuinly gonna revise today aswell need to do leaving books, headache no tablets "
positive,"  hubby took this one of babyv, amazing shot "
positive,shanece and thats the way it should always be done 
positive,finished my homework yaaay 
positive,"l0renelaine lol i feel you , i never really clean mine either  glad you feel good today "
negative,its cold its raining and its boring what a great saturday 
negative,maxaxe killed by a tom cat 
negative,im biking with steive just crashed i broke her bike and she broke my leg 
negative,"va truyn ht 1 chai, hic st virus mi kh "
negative,im a snot machine again 
positive,trademark on new leaf logo now officially approved yippeeee 
negative,my poor dog she has a pinched nerve in her back and something is wrong with one of her knees she looks so sad
positive,"bear in cccheck it out  rc amp denise, must be feeding him too "
positive,on my waywione with two unopened bottles of champagne 
negative,i hate when quotshit happensquot 
positive,ana and i had an exchange deal yayyy 3 long necklaces  1 fab layout for her online shop 
positive,"derekfisher suspended in a divide that defines men in moments that scare many men dfishamp lakers became men, among men dfisherman "
positive,markhoppus online song online song online song online song online song online song online song pleaseeeee 
negative,bengiboyweez lol do not call me that and im home tryna find something to wear 
positive,adacosta thanks again 
negative,the weekends suck when your husband has to work 
positive,writing some new blogs and thinking about all kinds of new bizz ideas also browsing for additional hotels in ca 4 our hols 
negative,i didnt read the articlesi wrote my paper instead cram
negative,is awake barely got any sleep still depressed fml 
positive,selling my phone tomoroww  will by a iphone 
positive,"95 quotcarpe diem seize the day, boys make your lives extraordinaryquot  robin williams as john keating in dead poets society, 1989 "
negative,showbizgirl ive only seen the bowling one so far i dont get to see too much tv at my house 
positive,im so incredibly thankful to be blessed with such wonderful friends who truly care about me 
positive,"chanikai well, that i knew "
negative,comedyqueen i aint a theif honest 
negative,gamesradar god damn it i want cupcakes now that antista jerk gets all the tasty stuff
positive,formal last night im sooo tired havent checked twitter in like 2 days and already i have about 5 billion updates lol
positive,"new vlog is up , one of my best yet "
negative,wish i had sky 
positive,dubarrymcfly same here and then mums always like what are you doing aha xxx
positive,"cuuixsilver  only got one spam dm from you, so i hope its fixed now "
negative,morgie128 not about the burning i saw your tweet from this morning about all the great pampering
negative,cjiii not fair i just changed my pic 
negative,bruno108 owchh good luck with it
negative,just found out my sister is going to go watch rent ugh im so jealous of her 
negative,i aint going to duval n e more 
negative,took vicodin then puked my guts out for 10 minutes still in pain 
positive,back to business with brand new mac install but not without 17hours lost contact me for return of experience 
negative,wants to go to st pauls 
negative,huehefnerjk said he jekes but he didnt 
negative,i sad goodbye to a friend that left the townhow many souls from my spiritual family do i have to be physically separated from 
negative,"grandma caminker passed away today she will be missed, but may she rest in peace"
negative,good morning everyone we r on our way to do a few errands before heading to the airport so me amp j can fly home 
positive,thetruth117 starluv29 flashunderwear good morning gokey peeps 
positive,noraat omg no way skins im so happy they have a twitter
positive,pumped to see dakota amp liam amp matts band later 
negative,theres a dog in an apt across from mine that sounds just like auty 
negative,"heyernie dude i wont leave you alone, never ever trust me like for reals that will be like the last time we hang out before you go "
positive,supprintdesign oh i like that let me c 
negative,"fernniii and yes, we dont have any spanish channels that our antenna picks up "
negative,decided to come on homeusing sick time but at least i can try to sleep it off now 
negative,"paydencobern yeah i know but comon its too insane and too embrassing, it will be there my whole life and i told you ill think abou "
negative,h0w much l0nger d0 we have t0 d0 thisz why cant y0u jusz be happy wit me clyde w0uld never d0 thisz t0 b0nnie 
negative,dontyouhate the fact that a lot of things are easier said than done 
positive,visheshunni checking out i havent visited your wordpress space in ages now soon i will 
negative,chained to the desk working 
positive,she was such a little star 
negative,i want long hair asap stupid shortish hair
positive,fallinfromstars hmmm will go listen second i take a shower cause dads yelling at me to do so heh 
positive,"jerrynugroho hahah yes my black hair, chubby cheek, and soon to be slimmer body is a perfect combination kmu jg semangat lho, ko "
negative,im heartbroken no el salvador in july which means i have to wait til october to see my sis 
positive,please follow me 
negative,i think the lawn mower hates me it took us a lot of time to get it started 
positive,tracecyrus i love how u sing 
negative,home with the only headache 
negative,wishing i was in nj right now 
negative,panicitsmeaghan omg you couldve just come anyway lmfao x loveyouult3 xoxo
negative,"even though i left the dentist over 6 hours ago, my gums still hurt "
positive,ryanshaw im covering it for friend joeys video blog ill send out final through the internets so you can reminisce 
negative,i wish my nicholas russell was here i dont wanna get my blood drawn
positive,blissdesigns thanks 
positive,reply to photo of the day  may 2009 dougdeep posted a reply thanks its an honour to be included here 
positive,mornin tweeters or afternoon for the others across the pond 
negative,is up getting ready for workjust gotta be able to move off the couch 
negative,"dont wanna be herewell, munich is such a beautiful city, but its rainy and cold and its juny the weather should be much better "
positive,"alwayswritegerl awwwthats nice of him  i mean, glennbeck did wish us both happy bday just saying"
negative,cheapwednesday at least you got friends rub it in my face why dont you shakes fist
negative,paramoreband i wanna hear 
negative,"late afternoon munchies have attacked, im not sure i have anything to use to fight them off "
negative,"in the dental hospital waiting room, hope they dont put that horrible needle in my mouth, it took him 3 stabs last time squarespace"
positive,enricoeric  n it was good i just wont tell him if i did hed b what what going happen every other minute 
negative,has just completed the mammoth task of deleting 2500 junk emails from my inbox 
positive,off the deep end comes out in 2 days make sure you pick it up it would make fridaynightboys very happy via andrewgoldstein
negative,tweetdeck 4 iphone crashed on its second launching 
positive,i like quotdo you get excitedquot quotreal sugarquot quotsoul deepquot quotneverending love first versionquot and quotthe look first versionquot 
negative,arghhh 
negative,"im all 4going green, but if ure in a hot tropical region w high humidity, im guilty as charge 4using the airconditoner when i sleep "
negative,vacation over looking forward to the next one
positive,"davidarchie wow good luck, okay hope youll do great have a nice day"
negative,i cant hear you i want to hear your voice now try to call again please thanks much
negative,lauraft take meeeeeee im greenim uncool 
positive,"antimega as in quota bullet with my name on itquot, or quotbarman, two heathcotes, heavy on the ginquot  the latter gets my vote "
negative,bigkennytv and johnrich for some odd reason this silly thing wont let me follow yall sadness now consumes me 
negative,ayat you can say its the evening here 
positive,"nirty i agree, diversity of characters is a good thing gotta have some1 to love, some1 to hate, and some1 to not be sure about "
negative,uuugh i dont wanna get dressed 
positive,link the offspring  come out and play 
positive,follow madscientistpro because hes mad dope 
negative,amp cant sleep two baseball games in the mourning shoot me now
positive,common jonas fans we have to get kevinjonas to the top of trending topics because we love him and need him 
negative,animal kingdom is cool and all but i havent found a comfortable seat all day oh well at petting zoo with goats and donkeys
positive,"seedplanter even 2,5 wouldnt be enough for me "
negative,lestatquotes its a pitty im finding it hard to find the book here in brazil 
positive,brocode i think youll like this 
negative,"desireelai ih good but still,i might have skool that day "
positive,dvdsea i mean the aliens to bugger off home not you 
positive,flybabymoni nightynight amp sweet lemondrop dreams 
positive,going to high beck tavern on s high st you should come hang out with me 
positive,orca3174 you have no idea how much i appreciate your friendship lt3
positive,that video i just posted was pretty funnystill laughing 
negative, back to square one
positive,my mind is a bit too tired to think about followfriday today its safe to say any single one of my followers rocks so follow em all 
negative,"im on my april 14th commentsmaaaaaaaan, i feel bad im like 6 days late wmy reply sorry folks"
positive,stephenchallens have fun your friend is trying to help you out telling everyone to floow yhou 
positive,"tried oprahs free unfried kfc and loved it i went back for another try and topped it with boba and wolverinechilled with pope,dave,ben"
negative,hubs taken littleun to the fair all i want to do is sleep but ive got loads of quotwork workquot to do 
negative,i wish i didnt have to work tomorrow id ditch it to buy tickets from tom delonge
negative,katylinda wow kudos 2 u 4yrs amp 3 mos hope ur 4yr old gets btr 2day 
negative,going to bed a little earlier than intended due to brothers incredibly stinky feet 
positive,yummy yummy ice creammm i hate heels ampwhoever made this pair
negative,just chillin my dog is sick maybe she will feel better l8tr
positive,in sedona waking up in three hours to visit a vortex and watch the sunrise the weather is beautiful right now life is glorious
negative,"laugh, but i finally got a nigerian prince scam message only hes west african, so i guess that still doesnt quite count "
negative,noooooo we ran out of vanilla soy soy milk what will i do 
positive,"this is original from yours truly quotif you want to become wealthy, learn the things most ppl say they dont have time forquot me"
negative,yashoki actually a friend of mine told me about the treasure item and o useful it was i am catching up really quick
negative,the news is depressing 
negative,"yasminegalenorn i imagine so  my sleep habits have never really been an issue for me sometimes i wish i slept more, but oh, well"
positive,"soniei my tip, dont worry if you cant read every tweet just set up some searches for anything that interests you "
positive,i used to be commander and cheif of my pimp ship flyn high eeekkk lol
positive,mussomitchel hey how are you i hope to get a shout out or a hi from u 
negative,"i passed sio ahhhh, now math and doc why is the 18th so far away"
positive,"devindennis car hahaha hey, a girl could dream lol"
negative,i cant believe its snowing 
negative,"japan is treating me good as of nowdon,t know how long "
negative,"lemongeneration ok, what is happening are they gonna split up  "
positive,xrainbowxtears who r u tell me abt u as u r following me 
positive,listening to drakes jingle bellsyes its summer and i listen to xmas music 
negative,"jb2me mine wont update, gets to the end and says i have an error "
positive,today is lovely 
negative,i hate when its too hot to hide from the world in my big comfy bed under the blankets 
negative,leaving the gorgeous mountains 
positive,propersecretary is it just me or do you struggle with an amelies decision every other day place must have awesome goodies 
positive,is gonna wash the dishes in dishwasher and iron clean clothes 
positive,"yeah yeah, today was so hot hopefully itll stay like this "
positive,"i am over the moon, got my results back did better than last year soo happy right now "
positive,bought to go da gawd awful aventura mall wish my sis was here to take me to dadeland 
negative,lovebeamc i wont find out until thursday 
positive,"toniakande yea i forgot ablout that, yes count me in "
positive,"rbf93 woaaahmygoddd, you got a video or anything x"
positive,going to narnia to get lost yippie 
negative,i would like chinese food for dinner only problem  best restaurant in town closed 
negative,"rogersnotrogers actually i was recommending fixmyride, i dont go near burgers any more, too much wheat, onion, meat, other stuff, "
positive,cresh182 cant wait for the show tonight 
positive,freudianslip09 thats good when you back from shopping lets talk a while 
negative,i burned the roof of my mouth ouch
negative,eunicecute oh so you its the end of web desinging for yuh what about ultimateselena
negative,"in college, bored a per usuall "
negative,"hmmm, nice hat "
positive,typeamom i am definitely planning on it 
negative,tommcfly im trying to vote for you on the mr twitter universe thingy and i can vote for everyone but you 
negative,philmarsay at least you havent got to survive 4 hours in a car x
negative,"barryzito barry blame me for your bad day everytime i dont watch you, you do bad  go get em next time"
positive,browneyedliz awesome now you just have to cultivate that mindset every day 
positive,viveka so are saying that they should use porn slides that are more inclusive and account for diversity 
positive,istelios marquee tool and clone stamp tool are my favorite tools 
negative,"science sat paper tomorrow, gona fail  badly, dreading it tbf "
negative,"joel plaskett, i dont like your music sorry "
positive,still in bed hahah i wish i could go shopping today 
positive,naughtymutt i could drop a bomb in here and nobody would wake up 
positive,joy rain  actually i mean it  now i dont have to water pots or cut grass every cloud and all that
negative,twisted4ddub oh wow where was this at 
positive,580 pianotime celiaistall srsly stop randomly leaving s bebackl8r youknowyouloveme oh youre back now kk lt3
positive,"johnjayandrich good idea for reality show, mix biggest looser amp survivor, put 16 morbidly obese people on an island and let them battle "
positive,quimo ohokaygood knight 
negative,"my brain hurts waaaa gonna sleep time check, 820pm goodnyt "
positive,"brainsteww haha no, they are all good things i swear"
negative,i really dont feel so good right now 
negative,nitavas sonu nigam really hes such a girlbut really good ill be in boston i totally would tho 
negative,at home without my queen 
negative,sad he wont be coming back 
positive,the sun is out 
negative,missing does early morning powder days 
positive,"redragon so far no, ive been too busy i want to see it though, i heart pixar movies "
negative,sweek0 likewise with me and ridiculous amounts of alcohol come back weekend
negative,"i wanna buy ashley tisdales new album, but its not available anywhere "
negative,alunkrees i know it went in as soon as i went out 
negative,i wish my wrist would quit swelling up 
positive,been a year since i last made this guacamole recipe and its still yummi 
negative,brown rice just didnt work for me at all 
negative,samantha try last night was a piss  adriano is crazy  ooo btw how is victor is he okay i felt so bad for him last night lt3 u
positive,x3heeeykaaate whoaaa you gotta interview they never contacted me back  how was it tho
positive,moodymommy ha stay away from the fancy cakes i think a mojito solves the sweet amp wine tooth issue 
negative,can it be friday already 
positive,"quick trip to dentist, back for laundry, out again to gym, then timmy at last "
positive,mariofergarciaz heartagramteam followers dance with me because 30secondstomars marsiscoming 
negative,ashlea1985 yeah total shame of all is legit you have to feel for both fighters 
positive,extremely tired and cant wait to see erick 
positive,"dude, follow me  morning by the way graciouskisay"
positive,"mz734 im glad you liked it yea, i mean what are they thinking some times haha it was all in good fun im glad im not the only"
positive,savvygrl where do you find a neckalace that says that not wrong at all 
negative,ixheartxdonnie dont they know you have an addiction you are trying to support sorry girl 
positive,"justgiiks jonas and mcfly, i saw the video just perfect"
negative,mzbrooklynb why do you hate me then i would have more followers i only have 20 
negative,wants to hear some funny jokes to cheer her up anyone have one 
negative," no 30 yet, and i gotta leave for work guess ill hafta begborrowsteal to get internet access for my laptop when 30 does get outed"
positive,sarahxelizabeth its alright thank you though 
positive,"joelxx this i definately will like, perhaps someone will buy me this also "
negative,givin the hummer back 
negative,kakezz meeee too there will be other shows though
negative,my picture wont show up 
negative,i have this sick feeling my gf is going to break up wme tonight from hawaii makes my stomach turn i sure hope its just paranoia
negative,i love how my car is falling apart 
negative,im going wake boarding by myself byeee love you guys
positive,auntie ah boy what you want me ahh cheesepie a what m cheese pls 
positive,"gotta be up at 5am, walkathon for sam tomorrow, then dr with bff, then organic shopping, then work on project, then go party with pals xo"
negative,absolutely tragic poor souls 
negative,lauricedepasois becasue no of my mates like them only my neice an she is only 13 an are mums will not let us go on are own 
negative,"man, i didnt go to junction i slept in like a lot"
positive,bradiewebbstack omg bradie i love you and your rio undies
negative,1 more hour i wanna go home 
positive,freebie keep your teeth in great shape with free arm amp hammer advance white  follow me for your twitter freebies 
positive,recovering from yesterdays free booze session and was great pestering viola 
negative,may gathering  one day tour in shopping mall hhaha end up rm50 also la 
negative," jess686 mother wrong spelling, its not quotmaweequot lookheeee what happened who pissed u off ha"
positive,freddurst just gotta say you guys fucking owned at download this year a damn succesful comeback if i do say so myself
positive,"reading angelsampdemons gosh, the movie was incredible "
positive,law amp order ci is the best 
positive,therealswizzz say happy wed peace
negative,"esmaaself yes the article got done and have two more today, but ah it is early and rainy, and cold, excellent day to stay in amp write "
negative,cheerok stephanie my love i miss you so much already i cant wait to hang witcha all the time girrrl
positive,kimmiepooh good morning ive been waiting for u lol
positive,had fun chillin at barracuda tonight 
positive,the sun is trying to shine i am gonna get my butt outside and will it to do so i so need the vitamin d after all the rainy days 
positive,mystica43229 heres hoping it does 
positive,"osa23 ah, well that is evident to everyone "
positive,asbot and have a safe flight too i would so rather be flying at this point
negative,twilightgirl40m im sorry you skinned your knee 
positive,did you know what with you know who and thats something you wish you could do 
negative,amyyloveee sorry that sounded wrong 
negative,"kingsrockandrol im really sorry, that your night, wasnt a good one zoe never been to the o2, so i dont know what it would be cont"
positive,"iamwhoever sorrry love, it heroinno e "
negative,"downstairs bathroom finally finished sitting the conservatory revising, nice and toasty in here unlike outside "
negative,theor have fun without me next time ill be there bitches bout to jam out to the 90s at flors thanks to taunibauni
positive,joesangel never been to miami but love nyc 
positive,csick09 where do you promote you should link up with djaaries or visit hoodharddjscom and tell your friends 2 as well 
positive, thats it 
positive,yey school is delayed because of the swine flu weee vacation is extended just what i need 
negative,followfriday in honor of my web buddies who moved warpdesign cianan bigtoach mikedelgado
positive,"sionweeks no need for sorries bon nuit to you too p maybe its bonne, dont remember"
positive,"omgg, did anybody catch that intense new moon kiss with bella amp edward they just shot it, just google new moon kiss itll be there "
positive,getting things in order for new york next week  mobile marketing forum and internet week  going to be awesome 
positive,burakgursoy in theory its all moving to java and php in practice 
negative,"impacted wisdom tooth 7 weeks until day surgery, even with priv health insurance, thats too long cant take panadiene forte at work "
negative,uploading pcd onto my itunes xd i used to have it but certian events caused me to lt sadly 
positive,otaliarocks mwahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh my pet is awake 
positive,yay carlacate i finally have your updates on my phone yay 
positive,mosunmola im so happy for you 
positive,dollpants i was expecting some environmentalist to get the first shot in nope it was you agreeing hehe 
negative,"champignons ouch i dont usually mind it, but i have a week off, and id really like a lay in one morning hows peanut x"
positive,uuuups my pizza is a bit to darkthe movie is too captivating 
positive,"minademian links working fine youre getting to my tumblog entry which, in turn, is a link to the actual list p"
positive,is for the weeken in coratiy  spring jam  best students party ever 
positive,jeaniebuss would love to go to game with you wearing purple boots ilt3 lakers 
positive,please follow my girl oh you didnt know lol candiedjamz 
positive,"crispysea you mean in 77 not 76 specifically after may 25th, 1977 ever see this starwars movie  quot77quot "
negative,asiid rehearsal ahhhh exhausted im going to sleep at 4 and i have to wake up at 9am boooooooo
negative,did i dream it i guess not 
negative,sleepy my feet hurts need a massage olds fractures 
negative,"stress mornign at work, somone broke the internets by typing google into google "
negative,the weather picture for tomorrow on my toolbar shows a thermometer on fire that cant be good 
positive,"vusc oh sweet i thought i lost that hoodie forever maybe ill get it back during animenext, or we "
positive,save the mangos  oceandoctor  mangos amp espresso a lovely indulgence 
positive,aww now i know how to make a carbon cello 
negative,i want a sidekick 
positive,demi ha  im your biggest fan you amazing cant wait for your movie  xxxxxxxxxxxxxx
negative,i gotta get up for work in a couple of hours but i cant sleeep ugh 
positive,its the final of britains got talent tonight dont know who id like to win but good luck to everyone 
negative,takin a study break to grab lunch wzee momma at my favorite veggie place i wish they had em out in la 
positive,lastkaled ooh you lucky thing hope the weather holds for you 
negative,jessemccartney good luck on tour  wish i could be there ill be screamin for you here
negative,feltbeats i cant get the site to work on my phone 
positive,church thank u lord for another beautiful day 
positive,goplanit my pleasure wish i was there too 
negative,sigp220 aww poor luke my friends friend is in her 20s and still has a major phobia of balloons popping it makes her cry i guess
negative,2 ck out hubs new 3gs iphone when he gets hm miss hub hes been out of town since monday comes hm today yay d
positive,scholesy111 well thank you its my summer photo with my summer hair ive decided lol
positive,reallyshecky your welcome it is my pleasure 
negative,"my first tweet, hehe, its cold, ive got the cold  i have to go work now lifes a bit shitty"
negative,"gezinator oh no, gez hope you finish up soon"
negative,weheartit fix your website it takes over a minute for one page to load i cant handle it
positive,anthonymartinez saying prayers the apple gods for the frankenstein macbook 
positive,"marenhogan nice didnt sing to mine cant, but looking for lessons to change that "
negative,why the hell is my address book typing in arabic i dont know how to change it 
negative,"just ran a transaction with an amex black card i tried really hard not to piss myself, but i still did "
negative,nooo it will end soon asot400
positive,joannesmedley principally acts 2 but bringing in a bit of john 15 the holy spirit as advocate 
