neutral,fun in the sun hmmm hell no it's cold
worry,I got a giant splinter stuck up underneath my finger nail today at Muppets...it hurt. But I got to go to First Aid for the first time!
sad,"We hate change, so of course. We're fans for life. &lt;3 Oh and if we haven't met Rob by then something went horribly wrong."
worry,is feeling sad... for some reason.. http://plurk.com/p/wxji3
sad,well fuck- this new pain med has an odd warning that actually applies to me. i can't take this. -chan is displeased.
sad,just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad
neutral,i don't think so. I WANT DETAILS.
neutral,Hi...!!! Who is Mary Poppins???
worry,"Its so addicting, but its kind of a curse to do them at night time. Everytime i do one, i feel like making music afterwards"
neutral,my last tweet didn't send bad phone
excited,OMG Ur alive!!! LOL 2day has gone sooo slow I'm going insane Grrr You doing anything tonight?
sad,Have a headache I'm going to bed. Goodnight!
neutral,I was watching Parental Control
excited,"did you get them from california vintage? ahahah they have the BEST dresses, i want them but i dont have ebay"
sad,I just saw pics from this past Thanksgiving and am sad because Grandma was in them.
worry,it wont let me
sad,Took a shift tomorrow. I don't really feel like working right now.
sad,but now i have no money for a phone
worry,Spent last night in A&amp;E (ER). Wife tangled wheels with Daughter &amp; hit the deck. Dislocation &amp; fracture resulted.
worry,9 days I'm about ready to visit Torchwood and see if they've heard anything
excited,where are you? In Bris? I can't hear any thunder
excited,"bec vs fat food --- winner = fat food but not this weeknend, ill beat it!"
sad,Too bad the Red Devils.. disappointing to say the least
excited,I had a dream about a pretty pretty beach and there was no beach when I woke up
sad,"Have a 3ware 9650SE, not fast enough for 3x X25-M SSD RAID5. 800Mhz IOP on the HPT. Might try an Adaptec 5405 (1.2Ghz)."
excited,when da heck will the garage man get here I ask you.. WHEN..
worry,"Ate Mandy, please forgive me. I really am sorry. I don't wanna lose my Bff"
anger,Umm yeah. That's probably a pretty good note to self because eeeeeewwwwwwww.
worry,why are plane tickets so expensive
excited,(Umm yeah. That's probably a pretty good note to self because eeeeeewwwwwwww.
worry,Needs a job BADLY!!!
sad,daaammmnnnnn I do wish I was there.
worry,Went to Di Bella coffee roasters today and asked for a job... The person I needed to speak to is on holiday... #fb
sad,I played up until the latter parts of the voodoo village part co-op until I lost my usual partner
sad,Nite. Now I'm up n bored as opposed to almost sleep frm b 4
sad,is a bad friend
neutral,happy birthdayyy! hope you have an awesome day. didn't see you at next last night!
anger,im doing that shit right now ... im on vacation and you got me workin
neutral,ill be over in an oir
neutral,guess its a no go girlie. I'm still at the gym and work at 6:30am
anger,would wish the severe migrains would stop!!! doc's prescriptions arent working
love,i missed the game
sad,"No internet last night; ER was brill, there was a massive explosion at the end of a nearby gas works ER on standby"
anger,cuz airlines are super lame.
sad,#NAME?
sad,I'm sorry to hear that. Here is my optimist: Things will get better. For all of us.
relief,"is done painting all the bedroom furniture, I still have to do the table but it will wait until after the move. Uggh moving in the heat"
anger,I'm so very tired...and have insomnia.
neutral,A hungry fool. Ill probably never see that Krispy Kreme again. Had to enjoy it. They closing down
neutral,airport? and you didnt show up tonight homo!
anger,"I hate Bakersfield and I hate the Ports, let me go home already. I want to start my vacation."
neutral,what about me
neutral,"Looking for desktop twitter app that will actually let you access URLs, any suggestions? I liked Twittle but no linking"
worry,people in my house do not know how to close doors
excited,Why am I completing facebook quizzes at this time of the morning... especially a friday morning
neutral,out with &amp; i am soooo hungry
worry,I don't like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death
sad,Had to cancel wow for now
worry,wants to make a music profile but i don't have money i don't know how to write music i don't know how to play an instrument and no studio
sad,But yeah...I'm sad about my &quot;Ravenclaw&quot; account. I love that account to bits.
worry,"It's 1:15 AM, and I hear a helicopter flying over my house. That's kind of weird. In other news, my headache is back. BOOOOO."
worry,oh no i am always here ;) &lt;3
neutral,back from school. Ms Suhana's last day as our FT OCU was okay. I'm playing ALTNOY over and over again.
neutral,#NAME?
happy,"took a math test today. The day before the test, the teacher says bring your calculator. Luke was confident. Teacher decided no calcs."
happy,"omg, the concert was awesome, madrigals gave me chills on almost every piece...brooks also called up alumni, but i didnt get to go"
neutral,"yeah, it's terrible cockatoos are the hardest to live with, so emotional. good thing he found you, though!!"
sad,Up late with nothin 2 do.....
worry,i think the vog is making me sicker than i think. feeling slightly achy
sad,"i was watching Harpers Island, lol... there was no vodka involved"
worry,i am doing homework it sux big time maths is the worst!!!!!!
neutral,"would have been better, IMO, if it let you play through all 3 songs provided. I just start to &quot;get it&quot; and it blacks out."
neutral,#3wordsaftersex it never started...
sad,sometimes i wish things could go back to the way they were the beginning of last summer
worry,"I downloaded the new twitterfon update thinking they were fixing the typing problem for new tweets, but no, they didn't"
sad,Trudy's off Burnet...the one up north that no one goes to
sad,"I feel the same way, but I guess no matter where you are there will always be memes."
happy,"I Can`t do 30 minutes of Treadmill but done 30 minutes for today already, gonna do 20 minutes more"
worry,i'm sooooooooooooo confused
neutral,"With friends like VaikO,Nedumaran, LTTE didn't need enemies. Wrong advice at wrong time led to numerous deaths &amp; a lost cause as well"
worry,"Work day 7 of 7,"
happy,Chillin with the roomies. Can't wait for the zombie CLWN CR. Its gonna be 6-8 weeks
neutral,"I looove guitars, and playing them. I think they sound magnificent. If only i was better... If only"
worry,"No refunds but they do retrieve accounts, takes like a week. Just hoping the thief doesn't use hacks or then it's permaban"
neutral,no im not cries LOL
sad,Cute Malay girl came to seemy room for rent - sadly think it was for her guyfreind bit misleading and disappointing LOL
excited,"EpiCentre Wheelock Place, 250 units &amp; for tourists only. Starting today"
anger,I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.
neutral,Come on Knight... It's been well over 4 hours
worry,not super keen on the drive home through the rain.. additional concentration required that i don't really wanna deal with
excited,aw u can't let me in on the secret!
excited,"Im sorry I don't think I stick out, at least compared to what I used to look like."
worry,"no transport for church wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ..."
anger,"i HATE when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad. ultimately, the baby is the one who suffers."
anger,Lies...lies...lies....you just cant avoid to lie about practically...EVERYTHING!
neutral,twittascope is NOT rocking my socks - go away already!!
neutral,Driving Back home because I forgot the piece of cake for 
worry,so I tried jumping without the trampoline and its like thud* thud* shouldn't have eaten that cookie. http://myloc.me/1XIz
sad,"Everytime I send an email to my coach, I feel a need to practice. shitty balls. Lol"
sad,It's pissing me off and not letting me follow ericka
sad,Is going to sleep not peaceful wanted to hear him say Good Night but that didn't happen Good Night everyone....
sad,my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.
neutral,i was so close to the tacos...one spot too late
sad,umm how bout em?..aint get 2 see da game but i see dey survived anotha game of da series due to notin but Lebron im guessin
excited,is thinking so much and i'm at work
worry,I have forgot the live with the Jonas Brothers on Facebook
sad,I haven't seen Muffin in two whole days!
sad,i'll miss y'all back... give my regards...
excited,my gap year is going so quick
worry,"I have to admit, I'm a bit bummed out that I wasn't with my friends walking today...."
neutral,girl a blunt is soooooooo in my thoughts right now. I had an absolutly GREAT day with a few stressors...come home
worry,my twitter has been hacked again
sad,Just found mj mouse flats at DJs. Of course there are none left in my size
neutral,i wont have time to buy and i need a new binder pa
anger,hahaha well its try its so ugly
neutral,25-man Ulduar is hard...
worry,"I don't even want to know WHY you know about VHEMT, but don't go - we'd miss you"
excited,That's awesome! We have that this weekend too but I can't go because I'm moving this Sat. I should be a lot of fun though
neutral,night night twitter world. [still cant believe the thomas thing tomorrow's gunna be FUN/SAD]
neutral,this is happening to me too
excited,oh no. *hugs*
neutral,"bored now because i was talking to someone but now they're busy with something else just kinda a bummer, idk"
sad,i knoww things won't be the samee &lt;/3
worry,"OMG-ness it's 11:18 pm and I need to beup early to set up my garage sale it starts a 8am, wish I said 9am. I'm beat."
happy,i kno i doooo!!!!!!!!!! yall partyin with out me
worry,"Okay, so twitter suddenly changed, how do I respond to messages now"
neutral,ugh.. my dad just told me to read an article about Kavya Shivashankar the spellin bee girl..and be more like her.
worry,Decided that no matter how good my hair looks curly it doesn't justify the burn I get from the curler! My hands covered I suck at it!
sad,Going to sleep. Gonna fall asleep playing apps again. Tmrw is going to suck
neutral,YEA I GOTTA BE UP AT 7:30
anger,I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.
worry,sprained my ankle like really badly and tore some stuffs. it hurts! and its my birthday weekend
sad,I can't believe the Metal Gear Solid song was stolen I'm so disappointed http://bit.ly/YKkSu
anger,think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!
neutral,"Not one sale done today at work. Explored balconies in the big theater w coworkers. A fun day, but void of chili fries and tips"
sad,I wish I had Left 4 Dead. But first I'd need something to play it on...
neutral,me too
neutral,that story reminds of living in Portugal
neutral,"youre diabetic? so is my dad. &amp; i might be too, not sure. are you still allowed to eat sugar throughout the day?"
happy,I spilled my beer all over my leg. Wasted half my beer. Home now. I met a cute girl. Good conversation.
anger,my roommate loves to ignore me
neutral,I'll make him nachos tomorrow. Better than if he would have made them himself.
neutral,yeahhh. &amp;dont judge my pillow
relief,"Scary lightning and thunder I'm glad it's over now. Going to sleep, I hope I'm not late to school tomorow again. Haha"
sad,my teeth and head hurts
sad,I HATE rob zombie movies. &amp; the smell of weed. Vommmm.
anger,"Maths and Science were the strongest for me i think..dunno bout geography, only did like 1 day of study for 1/2 a year of work!"
worry,Hope I get a job cuz we need an apartment. I'm drunk &amp; miss my lil punkin TEHE!!!
worry,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover
worry,I need to be held... Gnite.
worry,"Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents"
sad,no more arrested development. i am sad.
neutral,"wicked , what time you leaving? how come you cant stay the night"
sad,omg i keep losing followers this is so sad i want 90 one day....thats my goal ;D
sad,I feel so deflated. No more doggy.
worry,i wanna see her hair hows everyone?
sad,"I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,000 pictures are GONE."
sad,im contacting PAWS Philippines so i can find &quot;tiger&quot; a new owner. im so sad. i love my dog soo much
sad,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over
worry,Aww... Pray for the arroyo family everyone!
neutral,there's a manual process... but it's taking 4ever on my outlook database... pffff. crappy msft product
sad,Fuuudge. Movie store is closed
sad,ALO is so sad and quiet and empty tonight
anger,"Hahahaha! It's not horrible, if others were singing with I'm sure it could work. I wish I could afford my own drum set"
worry,You never answered your DM I sent you.... I need your info...
worry,Am trying to get through the pilot of the first season of friday night lights. Oh gosh Pass the tissue...
sad,Aw where are you headed to? i just cancelled my trip to Aussie
worry,I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!!
worry,I didn't think anyone caught that
sad,I need to be sleeping.. But i'm not even tired..
sad,0
neutral,OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE
neutral,"lyin in bed, up faaaaar too early"
sad,Sad that Christian Lacroix had to file bankruptcy
sad,I dont feel good AT ALL. fuckkk
worry,looks like i'll never go to the zoo
worry,Ohh poor girl I'll email her... I am relying on you being here in October Mr!!
neutral,When will Medhurst play again?
worry,bad times?
anger,aarrgghh - fu*k.....a hose has leaked water all over the new floating floor
sad,Have to go to the dreaded DMV tomorrow
neutral,I'm a bit Ben's Thai-ed out
happy,english class! working on interactive orals
worry,Thank you for the rec but that doesn't work
neutral,I'm sorry. Excited for tomorrow night? Karaoke!! Getting anything special for bday?
worry,My puppy Gizmo h8s me.. haha. He still growls @ me. I always look back @ my long pruple scar on my fingie
worry,I don't know how ima work out tomorrow wit my body dis sore ugh
neutral,in 7-11 w/o you
neutral,"Yeah, plus it's just a little too far to walk to Pinocchio's for sushi"
worry,I'm feeling this pressure in my head that always kicks in just before a nasty headache. I'm not looking forward to this.
sad,Taylor Swift and Joe Jonas looked really good together. I'm kinda sad they broke up.
worry,I'm suppose to turn in a sentence outline for my research paper within the hour online but my neck hurts.
worry,"Lady across the way had a miscarriage, say a prayer"
sad,God I just want to sleep.
anger,ohhhh thunderstorms...boo why do they always have to make the power go out??
worry,I feel so deflated. No more doggy.
sad,Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes
anger,"RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE! LIKE IN THE 80'S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK"
worry,is feeling bad just got bad news about my Mum
sad,But but I dun wanna
sad,damn girl I'm so down but ya gotta let me know so I can get my kit together &amp; I got a flyer Any next weekend? I&quot;M DOWN!
sad,"dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame haha"
neutral,thats what i was thinking but the only time it's gonna be on is 1 am!
neutral,"Peeps still here. Fun times. Gotta sleep tho. Work in the A.M. Some cool, hot chicks here. But none as cool as ____________. Missing her"
worry,don't feel like working I think I tweet this too often!
sad,feels sick to my stomach and idkk whyy
worry,vineri...nimic special sau probabil un alt weekend pierdut...
neutral,Counting the hours of lost sunshine until the Weekend
excited,- dude i just saw your SF pics. looks like your mini excursion was pretty kick ass! didn't see any sun while i was there tho
relief,is home. safely... but hungry
sad,"Um, I was thrown from van yesterday and had to be taken to the ER"
worry,"got to final table, but....went out third. Don't think I'll be getting my free seat"
neutral,good morning work this morning gutted lol nevermind
anger,I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!
happy,FB is boring and i wanna sing RIGHT NOW..! *-*
sad,The link doesn't work
neutral,hahaha I don't know anyone or anything about it except they have powers lol... I live in my own bubble
worry,The humpalow um ya I think so... Cell is dying
worry,Last day at work...Sick to the bone
worry,i feel like I'm on house arrest.
neutral,"love is like a war,,easy to begin, hard to end..fiuuhh..."
excited,ur supposed to be in BK tho
worry,Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers? It is very sad
excited,Oh no! Nighty night.
happy,Must... have... new music... I won't sleep until you give us Chapter 1... I might die first though... Hurry!
sad,my stupid tooooth hurts
love,love the song &quot;together&quot;. that's &quot;his&quot; song for me...well i think it's still is
neutral,Ready To Go @ School
sad,my computers broken and I broke my laptop so I had to use the phone ahh still on he cause they fucked up my order.
neutral,It's good isn't it! Our holiday chalet is out of sight but look v similar to those ones. Going home again today
worry,It's a sad economy. Just heard of another friend losing their job. so sad. But just a reminder that...
worry,I'm just starting to feel really panicky and anxious that something bad has happened cos it seems like it's been ages
worry,my dog ran awayyy
anger,Those suck so bad.
worry,"I'm back. top molar extracted swollen face, all numb. But no more toothache or sinus pain."
relief,"just finished 8 hours of Texas Life Insurance CE tonight, 22 more hours to go"
worry,does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea helllllpppp
love,I want to go to Peru this summer ahhhhhhh! Hopefully! Yesyesyes! I miss it over there!!!
sad,what happen to the maids of yours? Quit once again? ...
sad,I'm awake. Anybody else awake? Wish I lived in the US since all the fun happens when I'm asleep!
anger,At Charle's with the power out. LOL! Damn SaveMart lost power and we could not buy beer.
sad,heehee. i love you! i am tired.
worry,my mobile phone refuses to charge!! either the battery is broken or the chargerrr ( booooo
worry,oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something
worry,"hmmm, I thought u were sleeping!! Too bad I can't see those videos until tomorrow night."
sad,"Morning everyone sorry for going early last night had bad news, felt totally crap Today is a new day"
sad,went to the beach and it started raining
sad,"how I wish my parents put me into a Chinese school when I was younger. Then, it'll be so much easier for me to get a job..."
relief,"Yeah, physically moving too! Apparently we'll be reporting directly to Mr. Hayward..."
neutral,airport? and you didnt show up tonight homo!
worry,jealous it looks like schindler's list in toronto
excited,I want another tatt
neutral,what?! Come as you are!!! But erock just left bah D:
excited,"So, I need to make a lot of money tomorrow"
sad,being in your room makes me sad.
worry,"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all."
neutral,for the gays i only made 200 tonight
sad,oh f*ck! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks
sad,"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in! Shit!"
excited,nope. they are all sleeping cuz they live on the east coast.
neutral,"I bet its cool down in SR, huh? It's not here. I haven't stopped sweating since noon when dad and I were packing"
sad,eww. dislike
worry,Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn't try for uni.
neutral,decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots. Age of the instant gratification....
sad,"sorry bout the cat,"
neutral,needs to have an increase on her salary http://plurk.com/p/wxluu
worry,my stomach feels like it's touching the ground..i'm SO full
love,Pug just woke me from an incredible sleep!
love,i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me i love you so much!!!!
worry,Sooo much work so little time
sad,missed iron chef
sad,the DS version sucks
sad,what a bad day
excited,i know ridiculous! we never got to hang out i love chicago and want to go shopping... so a trip sounds like fun
anger,hates the net. ayaw bumukas ng twitter. http://plurk.com/p/wxlxs
worry,"Ugh, my internet was down!"
excited,omg i didnt tweet all that much today.... *sadness*
worry,is feeling so giddy and wanna go home.
neutral,the week just wasnt the same without an adam lambert performance!!!
neutral,The link doesn't work
worry,Up and packing. Its the last day of youth camp
neutral,"GOSSIP GIRL, WHEN ARE YOU COMING BACK ! chaceeeeeee.."
neutral,Smh @ hiphop nursery rhymes
worry,Somebody please save the polar bears!
happy,noooooooooooo i just look at a lot of pictures lol lol
excited,Not really sleepy ...bored is the right word ... again not much work
worry,It has come to my attention from a 16yo friend that I've recently gained a TON of weight. He didn't know it was me.
worry,guess im staying home tonight...no movie-ing for me
sad,went to the cd store to search for the cd. But
